"","logFC","logCPM","PValue","FDR"
"ST6GAL2",-2.65772976258052,0.673158650803444,9.68117835999884e-05,0.000797169126465892
"TTK",-2.52817108332039,4.02776502476914,9.71392141438536e-05,0.000799458204139644
"PKD1",1.05351746188247,6.31887806135533,9.77882064775432e-05,0.000804390068746098
"LINC00839",1.90609563132035,2.41165728066552,9.8930593568533e-05,0.000813373441377893
"EDIL3",1.64712307601632,2.86034647312162,9.90866606682384e-05,0.000814242620084732
"FGFBP2",2.3650273220949,2.97219257731537,9.92160548571954e-05,0.000814891843144014
"G0S2",1.84519592500109,3.5463519168869,9.94065620570583e-05,0.000816042092176014
"MIPOL1",1.58878857371841,1.77928565025862,9.9928146853016e-05,0.00081979949849618
"TRAV35",-2.21349942661361,0.266509221258702,9.99656573728956e-05,0.00081979949849618
"SYN2",2.33846587286588,0.947663677068899,0.000100623645652204,0.000824777292188265
"MST1L",1.95527643358391,0.392663816054327,0.000100868630913322,0.00082636651425038
"FGFR1",-1.06371585832978,6.26439672983641,0.000101196233587465,0.000828630627633667
"FAM110A",1.49263387649874,4.25533231771245,0.00010133447934787,0.000829342712557567
"PRRX2",-2.62889382443005,-0.0219288484706107,0.000101666293584001,0.000831637480951172
"PELO",1.10554746732219,5.45185270581195,0.000101723817566669,0.000831687349690683
"DLGAP5",-2.68107541927551,5.0145668862347,0.000101799631278022,0.000831886628109236
"SPIB",-1.32982042476084,6.63551136582171,0.000102923923405612,0.000840649338038163
"CD226",0.892996652090965,4.80885805497507,0.000105523533174477,0.000861447036091688
"COX7A1",1.80330059579897,2.50021758145548,0.000105869478089911,0.000863835115877925
"SLC1A2",-1.84464419849597,3.51686201968151,0.000106021138761314,0.000864636336887528
"OVOS",-2.88757859777408,-0.045758151501431,0.000106860520151797,0.000871042505995396
"HMCN2",-2.51939074193779,3.19117246453988,0.000107050214994709,0.000871864249576051
"STXBP1",1.00728356137726,4.83976026710137,0.00010706915654576,0.000871864249576051
"ENTHD1",-1.82890693069421,0.665450456192387,0.000108042982186484,0.000879351337654664
"SNHG1",-0.935742468175246,6.3376817024544,0.000108466098729409,0.000882350980207244
"MYCN",-1.90215470817096,1.11885692308375,0.000109114342260026,0.000887178050793936
"TCEA1",-1.18818762800137,6.91707964734283,0.000109306756674482,0.000888295914040063
"TLR4",1.16457629307969,7.00521971757315,0.000109923856613482,0.000892862184406448
"OXCT1",-1.01325373532434,5.79095591423129,0.000110181001684234,0.000894501585962564
"FBXO5",-1.41658853777196,4.57977922908321,0.000110612051544343,0.000897425605772454
"AGPAT5",-0.79049393893019,5.61019210723179,0.000110652155448323,0.000897425605772454
"RCAN3",-1.0237047697032,5.32336052450201,0.000110753242891485,0.00089779521004566
"DNA2",-2.10222296375936,4.04856280784482,0.000112845009551772,0.000914293333903431
"CCL5_1",4.1135888376377,1.37065643991153,0.000112947267477772,0.000914663600225603
"TMPO",-1.19059437206128,7.97246369737067,0.000113242118530237,0.000916592362798295
"HOXB-AS3",2.35418812801958,-0.357667523087461,0.000114195450988089,0.000923846339859618
"MIR143HG",1.77866130300613,1.24768242491686,0.000114411721866911,0.000925133183015845
"RNF24",1.22194281806565,3.89854902827403,0.000114520178240991,0.000925547387562869
"ZNF500",0.931208281017192,4.48932244215895,0.000115230003564754,0.00093081898983477
"NR2F2",1.63749782618568,7.92203523031061,0.000117362674055196,0.000947423121434647
"C15orf39",1.12760454891681,6.14296064330434,0.000117402667286361,0.000947423121434647
"LAMA1",1.91338063267618,0.309581267496137,0.000117809395365183,0.000950231192940519
"TIGD3",1.58116284149068,0.505560420157525,0.000118062394159598,0.00095179712779114
"TPSB2",-4.92074931541795,3.60341939698167,0.000118592242847082,0.000955592302602394
"MTFR2",-2.18071182001347,2.68112756144376,0.000119285748652968,0.000960701756581571
"RAB15",-1.03779241391973,3.7871717737912,0.000119948814452049,0.000965561088759846
"NDC1",-1.54027029786734,5.82820805886589,0.000120293185770408,0.000967851442924894
"IL1RN",2.07865170973415,2.52716784059795,0.000120983267584877,0.000972919643651236
"PPP2R1B",-1.00451822916434,5.54100168393447,0.000121165090310686,0.000973897535041957
"GPSM2",-2.34186044953797,3.14481605738621,0.00012145573757621,0.000975145905171533
"IGF2R",0.877786373669671,7.84607144597872,0.000121457602240767,0.000975145905171533
"METAP2",-1.12482915420277,6.95758828010487,0.000121501298473945,0.000975145905171533
"AC007246.3",1.45970984391879,1.70401679559269,0.00012171479520032,0.000976374835307329
"BUB3",-0.8798912938051,7.43967501608092,0.000122887471659287,0.000985293104449179
"MIB2",1.43410044129803,5.50462440428993,0.000123015588226677,0.000985831562339855
"EVI5L",1.05795701068033,4.20421198044402,0.000123264108984838,0.00098733391307717
"RGN",1.6340173708912,1.74893614375416,0.000123600448382611,0.000989537847150289
"SGCD",1.60023971543627,3.00562924521753,0.000124895009471505,0.000999407270248974
"SNORD50B",-1.85939808976725,0.255440680102503,0.000125381321808308,0.00100280254019978
"E2F8",-2.9539186785485,4.01539521610672,0.000126498028674687,0.00101123387035445
"PTPN12",0.894498993187535,6.99857356657766,0.000126686493786,0.00101224010746403
"STMN1",-1.87026456535023,7.45519932312801,0.000126960189107458,0.00101392601394855
"TARP",1.85271886558773,1.03245899097687,0.000127930483369467,0.00102117066981787
"NBPF1",1.19155877080313,3.03706881085116,0.000128019926072853,0.00102138048566856
"SLC12A8",-1.78432807157099,1.69974093278664,0.000128648907184689,0.0010258925675497
"FST",-2.7300013416319,0.993395014979564,0.000130001512679951,0.00103616779845252
"SLC25A19",-1.17647171746799,3.72698914806737,0.00013030004739635,0.0010380356485191
"ERGIC1",0.733326144937636,7.35525086769589,0.000130413473680172,0.00103842771854049
"GAS7",0.993088471940359,6.5950634177346,0.000130777691475349,0.00104081536739141
"CDH1",0.947555845277083,5.3961204830475,0.000130938463234903,0.0010415823056738
"ATG2A",0.711186407847164,5.5925950029294,0.0001310148098697,0.00104167723953431
"CNIH1",-0.80357884392972,5.97243328245082,0.000131083383081425,0.00104171030525445
"RRM2",-2.57514112709184,6.38838741042262,0.000131800587529509,0.00104689543297015
"TRAV14DV4",-1.71232243546945,1.09757838068398,0.000132238575686458,0.00104985873637772
"LRMP",-2.19121798028286,8.16690030458481,0.000132678335006387,0.00105263429147271
"TWF1",-0.796799465688026,5.51804301482955,0.000132718360147963,0.00105263429147271
"MCM3",-1.26546468771281,7.26208904187456,0.000133437056530433,0.00105755678381703
"ZWINT",-2.32254108916779,5.20336360525024,0.00013346978702514,0.00105755678381703
"LOC102724250",1.22278125141297,3.16750597532725,0.00013380738142903,0.00105971252324695
"NINL",1.04112484829419,4.22469389882019,0.000134247300457118,0.00106267613460231
"RPGRIP1",1.62112487614577,1.41450371214608,0.000134345376782013,0.00106293220808156
"ATP1B2",1.94704877978583,3.42057043103432,0.000134421568821446,0.00106301496869459
"CD300C",1.76965755973165,2.66212915504876,0.000134570238756002,0.00106367052842721
"SYS1",-0.825402372317724,5.48293322689611,0.000134791634001516,0.00106490000247802
"LBP",-5.3234645591954,1.55415942233991,0.000134983567755809,0.0010658956336655
"IFNLR1",-1.44065084844282,4.47644014043386,0.000135321092040925,0.001068039385303
"OTUD7B",0.846271163183448,4.37732630463699,0.000135474904790952,0.00106873178550209
"RPL6",-0.795104929654921,9.29091283163951,0.000135699877055617,0.00106998459860723
"BLM",-1.53991341349608,4.7895340495071,0.000136193685898864,0.00107335491635303
"SMAD6",2.25471046345374,2.43983289116749,0.000136367636299185,0.00107372495344872
"PLK4",-2.17783761334155,4.40496318286714,0.000136373426563422,0.00107372495344872
"HEPH",1.48527410337886,4.63337718509141,0.000137254145572932,0.00107982042190096
"LRP8",-1.41105245986746,4.45645356151433,0.000137281151832079,0.00107982042190096
"ANO9",-1.12924259495401,6.23053371672661,0.000137750762133789,0.0010829875183411
"ZDHHC8",0.874775748906787,5.60669430387044,0.000138466372891984,0.00108808463673915
"MYO5C",1.04463693412611,4.25979565248931,0.000138681533264028,0.00108924611750649
"BAIAP2-AS1",1.37178454042775,4.15859624793112,0.000139554818109086,0.00109557306721366
"LOC101927777",-1.70501783466295,1.30649955523469,0.000139728993876865,0.00109640819455442
"SLC38A7",0.881743784736369,4.63880760984383,0.000139867219398474,0.00109696055873526
"PDZD7",1.7443747744885,0.927145792629097,0.000140620999992607,0.00110233776630172
"TCIRG1",0.909012648543553,7.75030752080063,0.000140689309013323,0.00110233890763734
"ORC1",-2.51789185115137,3.83081385516796,0.000141122991038338,0.00110520145814625
"ABTB1",1.06201454874433,6.78319297400615,0.000142039506050781,0.00111184070273631
"ADCY9",1.20470814770984,4.53840974745996,0.000142923551367457,0.00111821948365482
"PFKFB4",1.78507475380567,3.44723323293229,0.000143159392657148,0.00111952306482176
"STIL",-1.99754086486965,4.11759476875025,0.000143469632457377,0.00112140690966684
"TBC1D31",-0.830851815274311,4.15929580275766,0.000144331164150968,0.00112759593557944
"EHBP1L1",0.97545297403864,7.98982768177093,0.000146258952571822,0.00114143916822753
"ACY3",-2.12704749416643,2.32606498097705,0.000146301998221966,0.00114143916822753
"IL10RB-AS1",1.4496593437162,1.47118811108595,0.000146314827834261,0.00114143916822753
"LGALSL",1.04432665069177,3.59535788415552,0.000146687481156609,0.00114379457341595
"SFRP2",-3.99671238407141,3.80427064402034,0.000147703364206913,0.00115116087033937
"UBE2N",-0.982681944968111,6.82617051770262,0.000150030742241697,0.00116873659129707
"SS18L2",-0.953250616210761,4.56684938473949,0.000150352804106753,0.00117068153491305
"PPP2R5A",0.6875767919426,6.95067817446677,0.00015140482363862,0.00117830548983819
"TRAV16",-1.45244706026797,0.621898291225625,0.000151666371106905,0.00117977323402639
"CCL20",-4.74546725680257,1.38305005939136,0.000151890603054406,0.00118094943874801
"BARD1",-1.41533050338902,4.48642410604182,0.000152751268255698,0.00118707040376317
"RFC3",-1.92551688672813,5.20427810771866,0.000153557170690704,0.00119276011739196
"MPDZ",1.41922596792687,5.55462858180215,0.00015373416288702,0.0011935616333216
"SEC14L2",-1.97442289623418,2.42090061390186,0.000153957819120025,0.00119438464289095
"OBSL1",1.50069610236144,5.56652556531285,0.000153987879076653,0.00119438464289095
"ZNF385B",-2.01301105966651,1.73680933351083,0.000154314255978314,0.0011963423526756
"LOC102724872",1.55505654414175,0.487721659563371,0.000154485669514698,0.00119709738734628
"BORA",-1.30939125640153,3.92627659212616,0.000155317524213673,0.00120296695478138
"CHRM3-AS2",-2.31138523149847,3.7263348210797,0.000155644601506438,0.00120492316685596
"TCEAL3",1.52235845556722,4.01437765876167,0.000155924474541766,0.00120616716229364
"HMGCLL1",-2.04788630117576,-0.157135052330947,0.00015595446057111,0.00120616716229364
"RINL",-0.782058130415264,5.35788240598821,0.000156991408682294,0.00121360662581743
"SLC44A2",0.807885939180835,8.50053966855309,0.000158269474529749,0.00122290202680129
"NPY5R",2.0667981094079,3.40859445909095,0.000158832823379181,0.00122666877731047
"CDCA2",-2.86553034208897,3.92550512489266,0.000159116393489354,0.00122827222697367
"FAM105B",-0.890064092323734,6.08601542116449,0.000159585598330316,0.0012313064390257
"ITSN1",1.18536416727135,5.73375162619429,0.000159839235140917,0.001232292288826
"ANO3",2.30331924807563,0.57084500180709,0.000159865769351777,0.001232292288826
"CLC",2.92611285716836,1.58649968665821,0.000160259259557925,0.00123473689641294
"INSIG1",-0.775471064430124,6.12469575982465,0.000161084772515272,0.00124050616243665
"SUSD3",-1.02150071915047,5.34676138133027,0.000161524765561637,0.00124330247913508
"TNFRSF11B",-1.76579435279534,3.52586121014464,0.00016236484617149,0.00124917425893689
"RASA2",-0.930605516483807,6.74293845543123,0.000164145473916665,0.00126227323070866
"NUP62CL",-1.94230634292367,0.0676655387920116,0.000164924996424426,0.00126766494399991
"PTGES",-1.74616559963778,3.30264378206733,0.000165103194937725,0.00126843176652394
"HOXA2",1.78369609282094,0.215203094555104,0.000165194261571236,0.00126852877404085
"TRAV26-2",-1.92300591252337,0.355692634487475,0.00016565596117564,0.00127147043385498
"GLTPD2",1.98489229401598,0.707496567518888,0.000166335741959465,0.0012760823619395
"MYO9B",0.725567791008622,8.42934379196521,0.000166576244095806,0.00127732148862844
"ZNF362",0.939388053302291,5.27903853480573,0.000167683697849219,0.00128520415242539
"ASB13",-1.02121271248125,5.51072375881146,0.000167896424270953,0.00128622499919936
"TFRC",-0.859822495480271,6.66819673081668,0.00016803888899668,0.00128670687161662
"ADSL",-0.815813724473232,6.09330010248145,0.000168472273613119,0.00128941486458654
"FN3K",1.30567349863101,2.56281203931565,0.000168576472257174,0.00128960203847825
"CPS1",1.55183194426426,1.97623810142363,0.000169155869897135,0.00129342256641913
"TRAV24",-2.10360549982927,-0.299070129991588,0.000169353700922623,0.00129432327567139
"SLC22A18_1",2.50426617016106,0.394606741080902,0.000169822580129955,0.00129706554709415
"AMPD3",-0.801689414839287,5.81112315440237,0.000169872917928852,0.00129706554709415
"LENG8_3",1.97171391353259,0.300104262168841,0.000171031647495603,0.00130529674530387
"AIM1",-0.899740921020789,7.11463477774385,0.000172237271852802,0.0013133378600846
"RGS10",-1.04207291785682,5.88247804891486,0.000172247687437511,0.0013133378600846
"CSRP1",1.03526483247253,7.48391643094684,0.000173315158974584,0.00132085426528604
"NEGR1",-1.85567667088139,2.90184836635434,0.000174049014203284,0.00132536492078362
"CLDN16",-4.18178943444531,1.78241366784104,0.000174095099170587,0.00132536492078362
"TTC39C",-0.742971651920593,5.19417244553735,0.000174152885027528,0.00132536492078362
"SGK1",-0.984477198720103,6.57239984566943,0.000174475668336817,0.00132690609250321
"RNF149",0.728927700446948,6.42277191446612,0.000174519494110458,0.00132690609250321
"DNMT1",-1.2251545354718,7.5985227899835,0.000174918268184011,0.00132931307945105
"LRRTM2",1.46498740653146,1.3301610443892,0.00017596843058907,0.00133666578651313
"QPRT",1.42034262370037,4.32837974796213,0.000176095993147669,0.0013370067611193
"EPN1",1.27158190205821,6.29441886515549,0.000176733334197307,0.00134121608664423
"PLEKHA8",-0.868042291819133,4.54306181700437,0.00017786804606418,0.00134919420307219
"DIAPH3",-2.70438311115037,2.82131784228409,0.000178982787737679,0.00135694380380895
"SLC38A11",1.8561650632893,2.88085082981851,0.000179057511583496,0.00135694380380895
"RDH16",1.79264834129248,0.5784989183589,0.000179462361174066,0.00135937485007354
"FAR2",1.10400029008494,4.30148940189998,0.00017974869361408,0.00136044454762089
"LOC101929241",-1.72177342070382,0.315530900443132,0.000179771827743374,0.00136044454762089
"FLJ42627",1.49115746710711,1.79668489934318,0.000181073892379167,0.00136965715040032
"KLHL5",-0.797057335810199,6.57653382636264,0.000181399089371186,0.00137147549009389
"E2F1",-2.06326063222423,4.0225250666347,0.00018308747244889,0.00138359374039414
"SDR16C5",-2.23413143341874,-0.110840199261282,0.000183740319123469,0.00138787876733524
"REP15",2.15675284224784,-0.0566273985946864,0.000184699905295972,0.00139447566220657
"PEX11G",1.7684129089128,0.940341208104767,0.000186058013352969,0.0014040738179861
"GLT8D2",-2.24037531762238,2.88191309729359,0.000186664514211817,0.00140799371447458
"FBXO43",-2.62386884489437,1.5318224791238,0.000186874059538828,0.00140891715191698
"C14orf166",-0.880901069735563,6.6350939574878,0.000187417637031549,0.00141235695530019
"MSH6",-1.22479173468973,6.55495040503711,0.000187884188054786,0.00141521336246949
"ALG6",-0.767771790862781,4.5084592129146,0.000188152591123284,0.00141657528102688
"TRDC",1.35850025886179,4.67655786535879,0.000188922789915405,0.00142171212587805
"GARS",-0.999347089489005,6.50731833225809,0.000189214617630542,0.00142324595177727
"GAPDH",-1.12821422743708,10.3405288594207,0.000189697604509256,0.00142621555561305
"PCDHB5",1.87263692655491,0.70811667696941,0.000190758750520014,0.00143352719024613
"MPP3",1.70494905392617,2.49928977123659,0.000191278893422489,0.00143634634761296
"SSBP4",1.54183168746614,4.84943011432517,0.000191311528120104,0.00143634634761296
"CENPL",-1.44058129928235,3.42224910492884,0.000191441313803513,0.00143665379435286
"IGF2",3.18342815106934,0.0485423001665664,0.00019327427206749,0.00144973633018341
"TCF7",-1.23625228991005,7.66226083931162,0.000193764491870423,0.0014527396210146
"MEGF9",1.01705958907641,6.08602639874901,0.000193989889426502,0.00145375555690704
"SLBP",-1.29840408302487,6.38502571463726,0.000194485785773517,0.00145679672419144
"KIFC3",1.12466359664033,4.4369551487522,0.000194677029092907,0.00145755412707893
"IMPDH2",-0.747576630444084,6.83942361710141,0.000194895842534334,0.00145851715199687
"POU4F1",-2.85485905184641,0.775470169243738,0.000195357707982822,0.00146129734204357
"GPBAR1",2.80439160821602,2.00285136331251,0.000196026419019226,0.00146562147405405
"IKBKE",-0.754788132267433,5.75257176810699,0.00019747823766209,0.00147579392766697
"SKI",0.834128059067726,6.71704120948167,0.000198458937121152,0.00148243784347496
"KNTC1",-1.23387165186834,5.86526645957302,0.000199359085946467,0.00148847420956891
"HOXD-AS2",2.1911465114129,-0.0451911672448188,0.000199506397202372,0.00148888668922785
"KLK1",1.9007062516803,1.60720420157661,0.00019981566681437,0.00149050690208579
"LRR1",-1.1045047111652,3.97949227739107,0.00020050553484121,0.00149496335152238
"ZC3H3",1.07354177945313,3.64840973007753,0.000200685434747051,0.00149561513858494
"ACTG1",-0.771493435127646,11.4997636695249,0.000201506310379255,0.00150104101863349
"KIAA1045",-2.21034841278698,2.08093770448465,0.000201736660054859,0.00150206503978231
"ARSJ",-1.86546625358803,1.40172097374969,0.000201994664163681,0.00150329392952373
